"score_id"	"hgnc_symbol"	"grouping_id"	"study_id"	"description"	"ensembl_gene_id"	"ensembl_version"
"t_cell__cell_cycling"	"CENPE"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000138778"	99
"t_cell__cell_cycling"	"CENPF"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000117724"	99
"t_cell__cell_cycling"	"CENPN"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000166451"	99
"t_cell__cell_cycling"	"CENPU"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000151725"	99
"t_cell__cell_cycling"	"CENPW"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000203760"	99
"t_cell__cell_cycling"	"CKS1B"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000173207"	99
"t_cell__cell_cycling"	"CLSPN"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000092853"	99
"t_cell__cell_cycling"	"DHFR"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000228716"	99
"t_cell__cell_cycling"	"DTYMK"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000168393"	99
"t_cell__cell_cycling"	"EZH2"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000106462"	99
"t_cell__cell_cycling"	"GMNN"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000112312"	99
"t_cell__cell_cycling"	"GTSE1"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000075218"	99
"t_cell__cell_cycling"	"H2AFX"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000188486"	99
"t_cell__cell_cycling"	"HELLS"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000119969"	99
"t_cell__cell_cycling"	"HMMR"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000072571"	99
"t_cell__cell_cycling"	"KIAA0101"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000166803"	99
"t_cell__cell_cycling"	"MAD2L1"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000164109"	99
"t_cell__cell_cycling"	"MCM7"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000166508"	99
"t_cell__cell_cycling"	"MKI67"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000148773"	99
"t_cell__cell_cycling"	"MXD3"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000213347"	99
"t_cell__cell_cycling"	"NUF2"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000143228"	99
"t_cell__cell_cycling"	"NUSAP1"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000137804"	99
"t_cell__cell_cycling"	"PCNA"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000132646"	99
"t_cell__cell_cycling"	"PRC1"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000198901"	99
"t_cell__cell_cycling"	"RRM2"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000171848"	99
"t_cell__cell_cycling"	"SGOL1"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000129810"	99
"t_cell__cell_cycling"	"SMC2"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000136824"	99
"t_cell__cell_cycling"	"STMN1"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000117632"	99
"t_cell__cell_cycling"	"TK1"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000167900"	99
"t_cell__cell_cycling"	"TMEM106C"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000134291"	99
"t_cell__cell_cycling"	"TOP2A"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000131747"	99
"t_cell__cell_cycling"	"TPX2"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000088325"	99
"t_cell__cell_cycling"	"TYMS"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000176890"	99
"t_cell__cell_cycling"	"UBE2C"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000175063"	99
"t_cell__cell_cycling"	"UBE2T"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000077152"	99
"t_cell__cell_cycling"	"ZWINT"	"cell_cycling"	"MartinJC-31474370"	"T cell module: cell cycling"	"ENSG00000122952"	99
"t_cell__central_memory"	"CCR7"	"central_memory"	"MartinJC-31474370"	"T cell module: naive/central memory (CM)"	"ENSG00000126353"	99
"t_cell__central_memory"	"LEF1"	"central_memory"	"MartinJC-31474370"	"T cell module: naive/central memory (CM)"	"ENSG00000138795"	99
"t_cell__central_memory"	"NOSIP"	"central_memory"	"MartinJC-31474370"	"T cell module: naive/central memory (CM)"	"ENSG00000142546"	99
"t_cell__central_memory"	"SC5D"	"central_memory"	"MartinJC-31474370"	"T cell module: naive/central memory (CM)"	"ENSG00000109929"	99
"t_cell__central_memory"	"SELL"	"central_memory"	"MartinJC-31474370"	"T cell module: naive/central memory (CM)"	"ENSG00000188404"	99
"t_cell__central_memory"	"SOX4"	"central_memory"	"MartinJC-31474370"	"T cell module: naive/central memory (CM)"	"ENSG00000124766"	99
"t_cell__central_memory"	"TOB1"	"central_memory"	"MartinJC-31474370"	"T cell module: naive/central memory (CM)"	"ENSG00000141232"	99
"t_cell__immunoregulation"	"AC133644.2"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000273445"	99
"t_cell__immunoregulation"	"BATF"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000156127"	99
"t_cell__immunoregulation"	"CTLA4"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000163599"	99
"t_cell__immunoregulation"	"FOXP3"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000049768"	99
"t_cell__immunoregulation"	"ICA1"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000003147"	99
"t_cell__immunoregulation"	"IKZF2"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000030419"	99
"t_cell__immunoregulation"	"IL2RA"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000134460"	99
"t_cell__immunoregulation"	"MAGEH1"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000187601"	99
"t_cell__immunoregulation"	"RHBDD2"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000005486"	99
"t_cell__immunoregulation"	"TBC1D4"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000136111"	99
"t_cell__immunoregulation"	"TIGIT"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000181847"	99
"t_cell__immunoregulation"	"TNFRSF18"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000186891"	99
"t_cell__immunoregulation"	"TNFRSF1B"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000028137"	99
"t_cell__immunoregulation"	"TNFRSF4"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000186827"	99
"t_cell__immunoregulation"	"TNFRSF9"	"immunoregulation"	"MartinJC-31474370"	"T cell module: immunoregulation"	"ENSG00000049249"	99
"t_cell__resident_memory"	"AC092580.4"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000287119"	99
"t_cell__resident_memory"	"ANKRD28"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000206560"	99
"t_cell__resident_memory"	"ANXA1"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000135046"	99
"t_cell__resident_memory"	"ATF3"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000162772"	99
"t_cell__resident_memory"	"CD69"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000110848"	99
"t_cell__resident_memory"	"FOS"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000170345"	99
"t_cell__resident_memory"	"FOSB"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000125740"	99
"t_cell__resident_memory"	"GLIPR1"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000139278"	99
"t_cell__resident_memory"	"GPR171"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000174946"	99
"t_cell__resident_memory"	"GPR65"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000140030"	99
"t_cell__resident_memory"	"ID2"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000115738"	99
"t_cell__resident_memory"	"IFNGR1"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000027697"	99
"t_cell__resident_memory"	"IL18R1"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000115604"	99
"t_cell__resident_memory"	"IL7R"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000168685"	99
"t_cell__resident_memory"	"JAML"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000160593"	99
"t_cell__resident_memory"	"JUN"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000177606"	99
"t_cell__resident_memory"	"KLF6"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000067082"	99
"t_cell__resident_memory"	"KLRB1"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000111796"	99
"t_cell__resident_memory"	"MGAT4A"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000071073"	99
"t_cell__resident_memory"	"NFKBIA"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000100906"	99
"t_cell__resident_memory"	"NFKBIZ"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000144802"	99
"t_cell__resident_memory"	"PDE4D"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000113448"	99
"t_cell__resident_memory"	"PFKFB3"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000170525"	99
"t_cell__resident_memory"	"PPP1R15A"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000087074"	99
"t_cell__resident_memory"	"PTGER2"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000125384"	99
"t_cell__resident_memory"	"PTGER4"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000171522"	99
"t_cell__resident_memory"	"RORA"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000069667"	99
"t_cell__resident_memory"	"SPRY1"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000164056"	99
"t_cell__resident_memory"	"STAT4"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000138378"	99
"t_cell__resident_memory"	"SYTL3"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000164674"	99
"t_cell__resident_memory"	"TNFAIP3"	"resident_memory"	"MartinJC-31474370"	"T cell module: resident memory T cell"	"ENSG00000118503"	99
"hallmark_apoptosis"	"ADD1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000087274"	99
"hallmark_apoptosis"	"AIFM3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000183773"	99
"hallmark_apoptosis"	"ANKH"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000154122"	99
"hallmark_apoptosis"	"ANXA1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000135046"	99
"hallmark_apoptosis"	"APP"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000142192"	99
"hallmark_apoptosis"	"ATF3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000162772"	99
"hallmark_apoptosis"	"AVPR1A"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000166148"	99
"hallmark_apoptosis"	"BAX"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000087088"	99
"hallmark_apoptosis"	"BCAP31"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000185825"	99
"hallmark_apoptosis"	"BCL10"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000142867"	99
"hallmark_apoptosis"	"BCL2L1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000171552"	99
"hallmark_apoptosis"	"BCL2L10"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000137875"	99
"hallmark_apoptosis"	"BCL2L11"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000153094"	99
"hallmark_apoptosis"	"BCL2L2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000129473"	99
"hallmark_apoptosis"	"BGN"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000182492"	99
"hallmark_apoptosis"	"BID"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000015475"	99
"hallmark_apoptosis"	"BIK"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000100290"	99
"hallmark_apoptosis"	"BIRC3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000023445"	99
"hallmark_apoptosis"	"BMF"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000104081"	99
"hallmark_apoptosis"	"BMP2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000125845"	99
"hallmark_apoptosis"	"BNIP3L"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000104765"	99
"hallmark_apoptosis"	"BRCA1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000012048"	99
"hallmark_apoptosis"	"BTG2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000159388"	99
"hallmark_apoptosis"	"BTG3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000154640"	99
"hallmark_apoptosis"	"CASP1"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000137752"	99
"hallmark_apoptosis"	"CASP2"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000106144"	99
"hallmark_apoptosis"	"CASP3"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000164305"	99
"hallmark_apoptosis"	"CASP4"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000196954"	99
"hallmark_apoptosis"	"CASP6"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000138794"	99
"hallmark_apoptosis"	"CASP7"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000165806"	99
"hallmark_apoptosis"	"CASP8"	"HALLMARK_APOPTOSIS"	"msigdb::M5902"	"Genes mediating programmed cell death (apoptosis) by activation of caspases,http://software.broadinstitute.org/gsea/msigdb/cards/HALLMARK_APOPTOSIS.html"	"ENSG00000064012"	99
